Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,PTS,FG%,Dist.,%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P
2002-2003,DeSagana Diop\diopde01,PF,21,CLE,80,1,11.8,0.7,1.9,0,0,0.7,1.9,0.1,0.4,0.367,1.5,0.351,7.7,1,0.357,0.227,0.247,0.156,0,0.351,0.473,0.229,0.289,0.375,0
2002-2003,Vlade Divac*\divacvl01,C,34,SAC,80,80,29.8,3.8,8.2,0.1,0.3,3.7,7.9,2.2,3.1,0.713,9.9,0.466,8.1,0.962,0.38,0.282,0.092,0.208,0.038,0.475,0.683,0.335,0.283,0.368,0.24
2002-2003,Juan Dixon\dixonju01,PG,24,WAS,42,3,15.4,2.5,6.5,0.6,2,1.9,4.5,0.9,1.1,0.804,6.4,0.384,16.3,0.69,0.129,0.118,0.137,0.306,0.31,0.422,0.629,0.313,0.351,0.41,0.298
2002-2003,Michael Doleac\doleami01,C,25,NYK,75,0,13.9,1.9,4.6,0,0,1.9,4.6,0.5,0.6,0.783,4.4,0.426,12.3,1,0.178,0.146,0.268,0.408,0,0.426,0.508,0.28,0.543,0.364,0
2002-2003,Keyon Dooling\doolike01,SG,22,LAC,55,1,17.6,2.3,6,0.9,2.5,1.4,3.5,0.8,1,0.772,6.4,0.389,17.1,0.578,0.17,0.076,0.073,0.258,0.422,0.411,0.5,0.28,0.292,0.424,0.36
2002-2003,Bryce Drew\drewbr01,PG,28,NOH,13,0,6.1,0.6,2.1,0.2,0.5,0.4,1.5,0,0,0,1.5,0.296,16.6,0.741,0.074,0.074,0.259,0.333,0.259,0.25,0,1,0.143,0.222,0.429
2002-2003,Predrag Drobnjak\drobnpr01,C,27,SEA,82,69,24.2,4,9.6,0.4,1,3.6,8.6,1.1,1.4,0.791,9.4,0.412,12.7,0.892,0.202,0.176,0.15,0.365,0.108,0.419,0.528,0.36,0.508,0.351,0.353
2002-2003,Chris Dudley\dudlech02,C,37,POR,3,0,3.7,0,0.3,0,0,0,0.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2002-2003,Tim Duncan*\duncati01,PF,26,SAS,81,81,39.3,8.8,17.2,0.1,0.3,8.7,16.9,5.6,7.8,0.71,23.3,0.513,7.8,0.984,0.295,0.369,0.225,0.096,0.016,0.517,0.678,0.476,0.425,0.396,0.273
2002-2003,Mike Dunleavy\dunlemi02,SF,22,GSW,82,3,15.9,2,5.1,0.6,1.8,1.4,3.3,1,1.2,0.78,5.7,0.403,14.3,0.64,0.264,0.113,0.082,0.182,0.36,0.434,0.609,0.234,0.235,0.395,0.347
2002-2003,Howard Eisley\eisleho01,PG,30,NYK,82,76,27.4,3.2,7.7,1.6,4.1,1.6,3.5,1.1,1.3,0.848,9.1,0.417,18.6,0.463,0.143,0.062,0.064,0.194,0.537,0.45,0.578,0.41,0.4,0.385,0.389
2002-2003,LaPhonso Ellis\ellisla01,PF,32,MIA,55,3,14.3,1.8,4.8,0.5,1.9,1.3,2.8,0.9,1.2,0.758,5,0.382,16.3,0.592,0.172,0.107,0.115,0.198,0.408,0.471,0.622,0.5,0.4,0.365,0.252
2002-2003,Melvin Ely\elyme01,C,24,LAC,52,7,15.4,1.8,3.6,0,0,1.8,3.6,1,1.4,0.703,4.5,0.495,4.7,1,0.468,0.376,0.124,0.032,0,0.495,0.609,0.429,0.348,0.167,0
2002-2003,Evan Eschmeyer\eschmev01,C,27,DAL,17,3,7.9,0.4,1.1,0,0,0.4,1.1,0.2,0.2,0.75,1,0.368,4.9,1,0.579,0.211,0.105,0.105,0,0.368,0.364,0.5,0,0.5,0
2002-2003,Reggie Evans\evansre01,PF,22,SEA,67,60,20.4,1,2.1,0,0,1,2.1,1.2,2.3,0.519,3.2,0.471,3.9,1,0.629,0.2,0.086,0.086,0,0.471,0.58,0.143,0.583,0.333,0
2002-2003,Danny Ferry\ferryda01,SF,36,SAS,64,1,9.4,0.7,1.9,0.3,0.9,0.4,1,0.2,0.2,0.769,1.9,0.355,19.5,0.516,0.032,0.048,0.145,0.29,0.484,0.359,0.75,0.333,0.389,0.306,0.35
2002-2003,Michael Finley\finlemi01,SF,29,DAL,69,69,38.3,7.3,17.3,1.7,4.7,5.6,12.6,2.9,3.3,0.861,19.3,0.425,14.9,0.73,0.189,0.112,0.146,0.283,0.27,0.445,0.596,0.366,0.425,0.388,0.37
2002-2003,Derek Fisher\fishede01,PG,28,LAL,82,82,34.5,4.1,9.5,1,2.6,3.1,6.9,1.2,1.5,0.8,10.5,0.437,17.2,0.726,0.128,0.044,0.112,0.443,0.274,0.451,0.505,0.471,0.425,0.44,0.401
2002-2003,Marcus Fizer\fizerma01,PF,24,CHI,38,0,21.3,4.7,10.1,0,0.2,4.7,9.9,2.3,3.5,0.657,11.7,0.465,6.6,0.984,0.439,0.251,0.183,0.112,0.016,0.469,0.571,0.469,0.314,0.326,0.167
2002-2003,Alton Ford\fordal02,PF,21,PHO,11,0,2.8,0.3,0.8,0,0,0.3,0.8,0.1,0.3,0.333,0.6,0.333,10.5,1,0.222,0.111,0.444,0.222,0,0.333,0.5,0,0.5,0,0
2002-2003,Joseph Forte\fortejo01,SG,21,SEA,17,0,5.1,0.6,2.1,0,0.2,0.6,1.9,0.2,0.4,0.667,1.4,0.286,11.9,0.914,0.086,0.4,0.171,0.257,0.086,0.313,0.333,0.357,0.333,0.222,0
2002-2003,Danny Fortson\fortsda01,PF,26,GSW,17,0,13.1,1.2,3.2,0,0.1,1.2,3.1,1.1,1.7,0.655,3.5,0.37,7.5,0.981,0.296,0.407,0.13,0.148,0.019,0.377,0.563,0.273,0.286,0.375,0
2002-2003,Greg Foster\fostegr01,C,34,TOR,29,9,18.6,1.6,4.2,0,0.1,1.6,4.1,0.9,1.1,0.813,4.2,0.385,12.6,0.967,0.172,0.148,0.262,0.385,0.033,0.39,0.524,0.333,0.5,0.277,0.25
2002-2003,Jeff Foster\fosteje01,C,26,IND,77,2,10.4,0.8,2.3,0,0,0.8,2.3,0.4,0.8,0.54,2.1,0.36,8.3,0.989,0.427,0.163,0.202,0.197,0.011,0.364,0.526,0.172,0.222,0.314,0
2002-2003,Tremaine Fowlkes\fowlktr01,SF,26,LAC,37,10,15.5,1.5,3.5,0.1,0.2,1.5,3.2,1.4,1.6,0.847,4.4,0.438,10.8,0.93,0.383,0.063,0.133,0.352,0.07,0.454,0.571,0.125,0.412,0.4,0.222
2002-2003,Rick Fox\foxri01,SF,33,LAL,76,75,28.7,3.4,8.2,1.4,3.7,2.1,4.5,0.7,0.9,0.754,9,0.422,16.4,0.549,0.196,0.064,0.14,0.148,0.451,0.46,0.615,0.35,0.368,0.391,0.375
2002-2003,Adonal Foyle\foylead01,C,27,GSW,82,0,21.8,2.3,4.2,0,0,2.3,4.2,0.9,1.3,0.673,5.4,0.536,4.6,0.997,0.455,0.383,0.116,0.043,0.003,0.538,0.656,0.424,0.55,0.267,0
2002-2003,Steve Francis\francst01,PG,25,HOU,81,81,41,7,16.2,1,3,6,13.2,5.9,7.3,0.8,21,0.435,12.2,0.817,0.372,0.06,0.078,0.307,0.183,0.453,0.574,0.278,0.294,0.382,0.354
2002-2003,Lawrence Funderburke\fundela01,PF,32,SAC,27,0,8.5,1.2,2.7,0,0,1.2,2.7,0.4,0.6,0.588,2.7,0.444,8.8,1,0.389,0.139,0.181,0.292,0,0.444,0.607,0.5,0.231,0.333,0
2002-2003,Dan Gadzuric\gadzuda01,C,24,MIL,49,30,15.5,1.4,3,0,0,1.4,2.9,0.6,1.1,0.518,3.4,0.483,4.5,0.993,0.545,0.29,0.117,0.041,0.007,0.486,0.671,0.19,0.412,0.333,0
2002-2003,Kevin Garnett*\garneke01,PF,26,MIN,82,82,40.5,9.1,18.1,0.2,0.9,8.8,17.2,4.6,6.1,0.751,23,0.502,11.3,0.952,0.217,0.203,0.25,0.282,0.048,0.513,0.707,0.399,0.495,0.462,0.282
2002-2003,Pat Garrity\garripa01,PF,26,ORL,81,53,31.9,3.9,9.2,2,5,1.9,4.2,1,1.2,0.83,10.7,0.419,20.6,0.453,0.066,0.027,0.044,0.316,0.547,0.448,0.551,0.4,0.455,0.43,0.396
2002-2003,Pau Gasol\gasolpa01,PF,22,MEM,82,82,36,6.9,13.6,0,0.1,6.9,13.5,5.1,6.9,0.736,19,0.51,6.5,0.991,0.383,0.342,0.15,0.116,0.009,0.514,0.677,0.435,0.383,0.377,0.1
2002-2003,Devean George\georgde01,SF,25,LAL,71,7,22.7,2.5,6.5,0.7,1.9,1.8,4.6,1.2,1.5,0.79,6.9,0.39,14.8,0.714,0.23,0.089,0.095,0.299,0.286,0.398,0.594,0.244,0.295,0.326,0.371
2002-2003,Kendall Gill\gillke01,SG,34,MIN,82,34,25.2,3.5,8.3,0.2,0.7,3.3,7.5,1.5,2,0.764,8.7,0.422,13.7,0.913,0.26,0.047,0.095,0.511,0.087,0.432,0.545,0.406,0.359,0.39,0.322
2002-2003,Manu Ginóbili\ginobma01,SG,25,SAS,69,5,20.7,2.5,5.8,0.7,2.1,1.8,3.6,1.8,2.5,0.737,7.6,0.438,12.6,0.627,0.343,0.154,0.068,0.063,0.373,0.494,0.647,0.295,0.37,0.28,0.345
2002-2003,Gordan Giri?ek\giricgo01,SG,25,TOT,76,62,28.3,4.6,10.6,1.1,3.3,3.5,7.3,2,2.4,0.82,12.3,0.436,14.5,0.69,0.227,0.117,0.12,0.227,0.31,0.478,0.61,0.489,0.354,0.407,0.341
2002-2003,Dion Glover\glovedi01,SG,24,ATL,76,42,24.9,3.6,8.5,0.7,2.1,2.9,6.4,1.7,2.1,0.784,9.7,0.427,12.2,0.756,0.369,0.059,0.108,0.221,0.244,0.451,0.515,0.263,0.357,0.441,0.354
2002-2003,Anthony Goldwire\goldwan01,PG,31,TOT,15,0,5.7,0.6,1.7,0.2,0.6,0.4,1.1,0.3,0.5,0.571,1.7,0.36,16.5,0.64,0.2,0,0.12,0.32,0.36,0.375,0.4,0,0.333,0.375,0.333
2002-2003,Drew Gooden\goodedr01,SF,21,TOT,70,47,26.8,5.1,11.1,0.2,0.7,4.9,10.4,2.2,3,0.712,12.5,0.457,9.2,0.938,0.311,0.259,0.187,0.181,0.062,0.468,0.574,0.408,0.434,0.404,0.292
2002-2003,Brian Grant\grantbr01,C,30,MIA,82,82,32.2,4.2,8.2,0,0,4.2,8.2,1.9,2.5,0.771,10.3,0.509,9.2,1,0.362,0.139,0.18,0.318,0,0.509,0.657,0.415,0.393,0.447,0
2002-2003,Horace Grant\grantho01,PF,37,ORL,5,1,17,2.6,5,0,0,2.6,5,0,0,0,5.2,0.52,15.8,1,0.08,0.08,0.08,0.76,0,0.52,1,0,1,0.474,0
2002-2003,Adrian Griffin\griffad01,SG,28,DAL,74,48,18.6,2,4.6,0.1,0.3,1.9,4.2,0.4,0.4,0.844,4.4,0.433,12.9,0.929,0.19,0.184,0.134,0.421,0.071,0.447,0.594,0.435,0.311,0.43,0.25
2002-2003,Eddie Griffin\griffed01,PF,20,HOU,77,66,24.5,3.5,8.8,0.8,2.5,2.7,6.3,0.8,1.2,0.617,8.6,0.4,14.1,0.717,0.193,0.155,0.19,0.178,0.283,0.426,0.641,0.4,0.357,0.289,0.333
2002-2003,Tom Gugliotta\guglito01,PF,33,PHO,27,11,16.6,2.2,4.9,0,0,2.2,4.9,0.3,0.3,1,4.8,0.455,13.8,0.992,0.152,0.091,0.25,0.5,0.008,0.458,0.55,0.5,0.545,0.379,0
2002-2003,A.J. Guyton\guytoaj01,PG,24,GSW,2,0,4.5,0,2,0,0.5,0,1.5,0,0,0,0,0,26.5,0.75,0,0.25,0,0.5,0.25,0,0,0,0,0,0
2002-2003,Marcus Haislip\haislma01,PF,22,MIL,39,8,11.3,1.7,3.9,0.1,0.3,1.6,3.6,0.7,1,0.684,4.1,0.431,9.5,0.922,0.353,0.163,0.209,0.196,0.078,0.447,0.574,0.36,0.406,0.333,0.25
2002-2003,Darvin Ham\hamda01,SG,29,ATL,75,1,12.3,0.9,2.1,0,0,0.9,2.1,0.5,1.1,0.481,2.4,0.447,6.2,0.981,0.579,0.107,0.119,0.176,0.019,0.455,0.565,0.176,0.263,0.393,0
2002-2003,Richard Hamilton\hamilri01,SG,24,DET,82,82,32.2,7,15.7,0.4,1.5,6.6,14.2,5.4,6.4,0.833,19.7,0.443,12.3,0.907,0.254,0.085,0.233,0.335,0.093,0.461,0.587,0.358,0.437,0.408,0.269
2002-2003,Zendon Hamilton\hamilze01,C,27,TOR,3,0,4,0.7,1.7,0,0,0.7,1.7,0.7,0.7,1,2,0.4,0,1,1,0,0,0,0,0.4,0.4,0,0,0,0
2002-2003,Anfernee Hardaway\hardaan01,SG,31,PHO,58,51,30.6,4.4,9.9,0.4,1.3,4,8.6,1.3,1.7,0.794,10.6,0.447,13.1,0.873,0.215,0.126,0.19,0.342,0.127,0.46,0.593,0.347,0.431,0.434,0.356
2002-2003,Tim Hardaway\hardati01,PG,36,IND,10,0,12.7,1.8,4.9,1.1,3.1,0.7,1.8,0.2,0.4,0.5,4.9,0.367,20.9,0.367,0.122,0.041,0,0.204,0.633,0.389,0.667,0.5,0,0.2,0.355
2002-2003,Matt Harpring\harprma01,SF,26,UTA,78,69,32.8,6.7,13.1,0.8,2.1,5.8,11,3.4,4.2,0.792,17.6,0.511,11,0.843,0.378,0.083,0.111,0.271,0.157,0.529,0.705,0.259,0.416,0.413,0.413
2002-2003,Adam Harrington\harriad01,SG,22,TOT,19,0,5.8,0.6,1.9,0.3,0.7,0.3,1.2,0.2,0.2,0.75,1.6,0.297,17,0.622,0.216,0.054,0,0.351,0.378,0.261,0.25,0,0,0.308,0.357
2002-2003,Al Harrington\harrial01,SF,22,IND,82,37,30.1,4.7,10.9,0.2,0.6,4.6,10.4,2.6,3.3,0.77,12.2,0.434,10.5,0.949,0.31,0.126,0.287,0.225,0.051,0.442,0.55,0.274,0.409,0.431,0.283
2002-2003,Junior Harrington\harriju01,PG,22,DEN,82,51,24.4,2.1,5.7,0.1,0.3,2,5.4,0.9,1.4,0.652,5.1,0.362,14.7,0.94,0.148,0.131,0.122,0.54,0.06,0.369,0.42,0.262,0.368,0.381,0.25
2002-2003,Othella Harrington\harriot01,PF,29,NYK,74,64,25,3,6,0,0,3,6,1.7,2,0.82,7.7,0.508,6.2,1,0.397,0.312,0.181,0.111,0,0.508,0.619,0.514,0.463,0.163,0
2002-2003,Lucious Harris\harrilu01,SG,32,NJN,77,25,25.6,3.9,9.4,0.6,1.8,3.3,7.6,2,2.5,0.804,10.3,0.413,15.3,0.811,0.2,0.053,0.108,0.451,0.189,0.429,0.597,0.289,0.333,0.394,0.346
2002-2003,Antonio Harvey\harvean01,PF,32,ATL,4,0,8,0.5,1.3,0,0,0.5,1.3,0,0,0,1,0.4,4.5,1,0.4,0.6,0,0,0,0.4,1,0,0,0,0
2002-2003,Donnell Harvey\harvedo01,SF,22,DEN,77,27,20.9,3.2,7.2,0,0.1,3.2,7.1,1.5,2.3,0.67,7.9,0.446,6.3,0.987,0.432,0.318,0.089,0.149,0.013,0.45,0.571,0.36,0.449,0.293,0.143
2002-2003,Trenton Hassell\hassetr01,SG,23,CHI,82,53,24.4,1.8,4.8,0.2,0.5,1.6,4.3,0.5,0.7,0.745,4.2,0.367,13.3,0.898,0.173,0.161,0.209,0.355,0.102,0.372,0.515,0.381,0.317,0.331,0.325
2002-2003,Kirk Haston\hastoki01,SF,23,NOH,12,0,4.8,0.2,1.4,0,0.3,0.2,1.2,0.2,0.3,0.5,0.5,0.118,18.6,0.824,0.059,0,0.235,0.529,0.176,0.143,0,0,0.5,0,0
2002-2003,Juaquin Hawkins\hawkiju01,SG,29,HOU,58,10,11.8,1,2.6,0.2,0.4,0.8,2.1,0.2,0.3,0.5,2.3,0.385,15.5,0.838,0.196,0.068,0.068,0.507,0.162,0.379,0.552,0.1,0.2,0.373,0.417
2002-2003,Brendan Haywood\haywobr01,C,23,WAS,81,69,23.8,2.1,4.2,0,0,2.1,4.2,1.9,3,0.633,6.2,0.51,4,1,0.605,0.224,0.15,0.021,0,0.51,0.668,0.197,0.373,0.286,0
2002-2003,Alan Henderson\hendeal01,C,30,ATL,82,3,18.2,1.9,4,0,0,1.9,4,1.1,1.7,0.638,4.8,0.468,6.3,0.994,0.45,0.248,0.187,0.11,0.006,0.471,0.667,0.272,0.361,0.306,0
2002-2003,Nenê\hilarne01,C,20,DEN,80,53,28.2,4,7.7,0,0,4,7.7,2.5,4.3,0.578,10.5,0.519,3.9,0.995,0.617,0.236,0.057,0.086,0.005,0.521,0.649,0.342,0.343,0.208,0
2002-2003,Grant Hill*\hillgr01,SF,30,ORL,29,29,29.1,5.2,10.6,0,0.1,5.2,10.4,4.1,5,0.819,14.5,0.492,9.5,0.987,0.345,0.13,0.228,0.283,0.013,0.495,0.67,0.5,0.386,0.368,0.25
2002-2003,Tyrone Hill\hillty01,PF,34,TOT,56,43,24.1,2.3,5.5,0,0,2.3,5.5,1,1.4,0.675,5.6,0.422,6.9,1,0.451,0.16,0.245,0.144,0,0.422,0.536,0.224,0.4,0.318,0
2002-2003,Fred Hoiberg\hoibefr01,SG,30,CHI,63,0,12.4,0.8,2,0.1,0.3,0.7,1.7,0.7,0.8,0.82,2.3,0.389,15.1,0.833,0.23,0.063,0.04,0.5,0.167,0.419,0.552,0.5,0,0.381,0.238
2002-2003,Robert Horry\horryro01,PF,32,LAL,80,26,29.3,2.3,6,0.6,2.2,1.7,3.7,1.3,1.7,0.769,6.5,0.387,14.1,0.628,0.279,0.097,0.122,0.13,0.372,0.445,0.602,0.304,0.345,0.306,0.288
2002-2003,Eddie House\houseed01,SG,24,MIA,55,7,18.6,3.1,8.1,0.7,2.2,2.5,5.9,0.6,0.7,0.861,7.5,0.387,17.8,0.73,0.088,0.043,0.14,0.459,0.27,0.42,0.641,0.421,0.371,0.392,0.3
2002-2003,Allan Houston\houstal01,SG,31,NYK,82,82,37.9,8,17.9,2.2,5.5,5.8,12.4,4.4,4.8,0.919,22.5,0.445,17.4,0.693,0.066,0.084,0.213,0.33,0.307,0.467,0.381,0.488,0.49,0.464,0.396
2002-2003,Juwan Howard\howarju01,PF,29,DEN,77,77,35.5,7.4,16.4,0,0.1,7.3,16.3,3.7,4.6,0.803,18.4,0.45,10.6,0.997,0.206,0.217,0.277,0.297,0.003,0.449,0.604,0.369,0.421,0.428,0.5
2002-2003,Troy Hudson\hudsotr01,PG,26,MIN,79,74,32.9,5.2,12.1,1.2,3.4,3.9,8.7,2.6,2.9,0.9,14.2,0.428,16.2,0.722,0.188,0.051,0.089,0.393,0.278,0.452,0.533,0.286,0.435,0.439,0.365
2002-2003,Nate Huffman\huffmna01,C,27,TOR,7,0,10.9,1.3,3.6,0,0,1.3,3.6,0.7,1.1,0.625,3.3,0.36,3.2,1,0.64,0.32,0.04,0,0,0.36,0.438,0.25,0,0,0
2002-2003,Larry Hughes\hughela01,PG,24,WAS,67,56,31.9,5.2,11.1,0.4,1.2,4.7,9.9,2,2.8,0.731,12.8,0.467,12.6,0.893,0.246,0.132,0.174,0.341,0.107,0.479,0.648,0.306,0.395,0.466,0.367
2002-2003,Ryan Humphrey\humphry01,PF,23,TOT,48,1,9.3,0.7,2.5,0,0,0.7,2.5,0.5,0.8,0.59,1.9,0.292,5.6,1,0.467,0.292,0.125,0.117,0,0.292,0.375,0.2,0.4,0.071,0
2002-2003,Lindsey Hunter\hunteli01,PG,32,TOR,29,0,23.2,3.7,10.4,1.2,3.7,2.5,6.7,1.2,1.6,0.723,9.7,0.351,16,0.646,0.195,0.079,0.099,0.272,0.354,0.369,0.492,0.208,0.333,0.341,0.318
2002-2003,Steven Hunter\huntest01,C,21,ORL,33,5,13.5,1.7,3.1,0,0,1.7,3.1,0.5,1.3,0.409,3.9,0.544,3,1,0.689,0.204,0.087,0.019,0,0.544,0.606,0.333,0.556,0.5,0
2002-2003,Zydrunas Ilgauskas\ilgauzy01,C,27,CLE,81,81,30,6.1,13.9,0,0.1,6.1,13.8,4.9,6.3,0.781,17.2,0.441,8.6,0.996,0.285,0.277,0.289,0.143,0.004,0.443,0.575,0.395,0.383,0.398,0
2002-2003,Allen Iverson*\iversal01,SG,27,PHI,82,82,42.5,9.8,23.7,1,3.7,8.8,20,7,9,0.774,27.6,0.414,13,0.844,0.28,0.077,0.151,0.335,0.156,0.44,0.537,0.38,0.341,0.417,0.277
2002-2003,Bobby Jackson\jacksbo01,PG,29,SAC,59,26,28.4,5.8,12.4,1.5,4,4.3,8.4,2.1,2.5,0.846,15.2,0.464,14.3,0.679,0.292,0.061,0.079,0.246,0.321,0.505,0.65,0.333,0.362,0.422,0.379
2002-2003,Jermaine Jackson\jacksje01,SG,26,TOT,53,1,10.5,0.8,2.1,0,0.2,0.7,1.9,0.8,1,0.727,2.3,0.364,12.1,0.909,0.373,0.082,0.109,0.345,0.091,0.39,0.537,0.222,0.333,0.289,0.1
2002-2003,Jim Jackson\jacksji01,SF,32,SAC,63,0,20.8,3.2,7.3,0.5,1.1,2.7,6.2,0.7,0.9,0.855,7.7,0.442,12,0.846,0.284,0.165,0.134,0.264,0.154,0.44,0.557,0.434,0.371,0.352,0.451
2002-2003,Marc Jackson\jacksma02,C,28,MIN,77,0,13.5,2,4.5,0,0,2,4.5,1.5,1.9,0.765,5.5,0.438,9.3,0.997,0.35,0.183,0.143,0.321,0.003,0.437,0.631,0.391,0.32,0.304,1
2002-2003,Mark Jackson\jacksma01,PG,37,UTA,82,0,17.9,1.8,4.5,0.3,1.2,1.5,3.3,0.7,1,0.763,4.7,0.398,14.3,0.743,0.211,0.176,0.144,0.211,0.257,0.438,0.577,0.338,0.472,0.359,0.284
2002-2003,Stephen Jackson\jacksst02,SG,24,SAS,80,58,28.2,4.5,10.2,1.2,3.7,3.3,6.5,1.7,2.3,0.76,11.8,0.435,13.4,0.637,0.356,0.066,0.064,0.152,0.363,0.501,0.612,0.333,0.365,0.371,0.32
2002-2003,Casey Jacobsen\jacobca01,SF,21,PHO,72,0,15.9,1.7,4.5,0.7,2.3,1,2.3,1,1.5,0.686,5.1,0.373,15.6,0.495,0.287,0.04,0.049,0.119,0.505,0.432,0.5,0.231,0.438,0.333,0.315
2002-2003,Jerome James\jamesje01,C,27,SEA,51,16,15,2.2,4.5,0,0,2.2,4.5,1.1,1.8,0.587,5.4,0.478,5.3,1,0.362,0.478,0.125,0.034,0,0.478,0.702,0.36,0.345,0.25,0
2002-2003,Mike James\jamesmi01,PG,27,MIA,78,8,22.1,2.8,7.5,0.9,2.9,1.9,4.6,1.3,1.8,0.732,7.8,0.373,15.6,0.61,0.248,0.08,0.051,0.231,0.39,0.423,0.538,0.319,0.433,0.333,0.294
2002-2003,Antawn Jamison\jamisan01,SF,26,GSW,82,82,39.3,8.4,17.9,0.8,2.5,7.6,15.4,4.6,5.8,0.789,22.2,0.47,12,0.858,0.173,0.3,0.141,0.243,0.142,0.496,0.732,0.482,0.404,0.399,0.311
2002-2003,Marko Jari?\jaricma01,SF,24,LAC,66,12,20.9,2.7,6.8,0.8,2.5,1.9,4.2,1.2,1.6,0.752,7.4,0.401,14.4,0.628,0.316,0.074,0.063,0.175,0.372,0.45,0.489,0.303,0.321,0.487,0.319
2002-2003,Chris Jefferies\jeffech01,SF,22,TOR,51,10,13.1,1.5,3.8,0.4,1.1,1.1,2.7,0.6,0.8,0.674,3.9,0.387,15,0.722,0.232,0.088,0.026,0.376,0.278,0.407,0.489,0.118,0.4,0.425,0.333
2002-2003,Richard Jefferson\jefferi01,SF,22,NJN,80,80,36,5.7,11.4,0.1,0.3,5.6,11.1,4.1,5.5,0.743,15.5,0.501,8.9,0.974,0.436,0.127,0.097,0.314,0.026,0.507,0.657,0.388,0.341,0.399,0.25
2002-2003,Jared Jeffries\jeffrja01,SF,21,WAS,20,1,14.6,1.5,3.2,0.2,0.3,1.4,2.9,0.8,1.5,0.552,4,0.476,7.5,0.905,0.54,0.159,0.063,0.143,0.095,0.474,0.559,0.4,0.25,0.333,0.5
2002-2003,Anthony Johnson\johnsan02,PG,28,NJN,66,2,12.8,1.6,3.5,0.2,0.5,1.4,3,0.8,1.1,0.689,4.1,0.446,12.6,0.848,0.242,0.143,0.147,0.316,0.152,0.459,0.661,0.424,0.412,0.342,0.371
2002-2003,Avery Johnson\johnsav01,PG,37,DAL,48,0,9,1.3,3.1,0,0,1.3,3.1,0.6,0.8,0.769,3.3,0.42,6.8,0.987,0.493,0.187,0.113,0.193,0.013,0.426,0.459,0.393,0.412,0.379,0
2002-2003,Ervin Johnson\johnser02,C,35,MIL,69,17,17,0.9,2,0,0,0.9,2,0.4,0.6,0.682,2.2,0.452,4.1,1,0.585,0.222,0.17,0.022,0,0.452,0.506,0.467,0.304,0,0
2002-2003,Joe Johnson\johnsjo02,SG,21,PHO,82,34,27.5,3.9,9.7,0.9,2.5,2.9,7.2,1.2,1.5,0.774,9.8,0.397,14.9,0.742,0.178,0.103,0.161,0.3,0.258,0.408,0.472,0.402,0.414,0.368,0.366
2002-2003,Ken Johnson\johnske03,C,24,MIA,16,0,9.8,0.9,2.3,0,0,0.9,2.3,0.1,0.4,0.333,2,0.405,10.4,1,0.135,0.324,0.405,0.135,0,0.405,0.4,0.583,0.333,0.2,0
2002-2003,Damon Jones\jonesda01,PG,26,SAC,49,1,14.5,1.6,4.3,0.9,2.5,0.7,1.8,0.4,0.6,0.741,4.6,0.381,19.5,0.424,0.114,0.033,0.057,0.219,0.576,0.404,0.542,0.571,0.417,0.304,0.364
2002-2003,Eddie Jones\jonesed02,SG,31,MIA,47,47,38.1,6.2,14.6,2.1,5.1,4.1,9.5,4,4.9,0.822,18.5,0.423,15.3,0.65,0.202,0.087,0.148,0.212,0.35,0.432,0.504,0.367,0.422,0.397,0.407
2002-2003,Fred Jones\jonesfr01,SG,23,IND,19,1,6.1,0.5,1.3,0.1,0.4,0.4,0.9,0.2,0.2,0.75,1.2,0.375,12,0.708,0.375,0.125,0.042,0.167,0.292,0.412,0.556,0.333,0,0.25,0.286
2002-2003,Jumaine Jones\jonesju01,SF,23,CLE,80,12,27.6,3.9,8.9,1.4,3.9,2.5,5,0.7,1,0.687,9.8,0.434,17,0.558,0.177,0.041,0.12,0.22,0.442,0.497,0.698,0.241,0.459,0.404,0.354
2002-2003,Popeye Jones\jonespo01,PF,32,DAL,26,0,8.5,0.9,2.4,0,0,0.9,2.4,0.2,0.4,0.455,2,0.387,8.2,1,0.339,0.242,0.177,0.242,0,0.387,0.476,0.467,0.364,0.2,0
2002-2003,Michael Jordan*\jordami01,SF,39,WAS,82,67,37,8.3,18.6,0.2,0.7,8.1,18,3.2,4,0.821,20,0.445,13.8,0.964,0.138,0.088,0.303,0.435,0.036,0.45,0.614,0.363,0.439,0.424,0.291
2002-2003,Shawn Kemp\kempsh01,C,33,ORL,79,55,20.7,2.7,6.4,0,0,2.7,6.4,1.5,2,0.742,6.8,0.418,9.4,0.998,0.444,0.05,0.103,0.402,0.002,0.419,0.482,0.24,0.269,0.409,0
2002-2003,Steve Kerr\kerrst01,PG,37,SAS,75,0,12.7,1.5,3.4,0.7,1.7,0.8,1.8,0.4,0.5,0.882,4,0.43,20.5,0.516,0.012,0.051,0.133,0.32,0.484,0.462,0.667,0.385,0.559,0.427,0.395
2002-2003,Jason Kidd*\kiddja01,PG,29,NJN,80,80,37.4,6.4,15.6,1.6,4.6,4.9,10.9,4.2,5,0.841,18.7,0.414,14.9,0.703,0.239,0.051,0.132,0.281,0.297,0.445,0.576,0.429,0.366,0.374,0.341
